section_id,file_id,url,heading_markdown,local_readme_file,heading_level
11,266,https://github.com/mdxprograms/visor,## Contributing,mdxprograms.visor.md,2
12,266,https://github.com/mdxprograms/visor,## Visor Changelog,mdxprograms.visor.md,2
13,266,https://github.com/mdxprograms/visor,### 1.0.0 -- 2016.09.16,mdxprograms.visor.md,3
1,267,https://github.com/medos1472/BMCustomTableView,## BMCustomTableView,medos1472.BMCustomTableView.md,2
2,267,https://github.com/medos1472/BMCustomTableView,## Overview,medos1472.BMCustomTableView.md,2
3,267,https://github.com/medos1472/BMCustomTableView,## Installation with CocoaPods,medos1472.BMCustomTableView.md,2
4,267,https://github.com/medos1472/BMCustomTableView,## Usage,medos1472.BMCustomTableView.md,2
5,267,https://github.com/medos1472/BMCustomTableView,## Example Project,medos1472.BMCustomTableView.md,2
6,267,https://github.com/medos1472/BMCustomTableView,## Author,medos1472.BMCustomTableView.md,2
7,267,https://github.com/medos1472/BMCustomTableView,## License,medos1472.BMCustomTableView.md,2
1,268,https://github.com/MehranMazhar/angular,# Angular,MehranMazhar.angular.md,1
2,268,https://github.com/MehranMazhar/angular,## Quickstart,MehranMazhar.angular.md,2
3,268,https://github.com/MehranMazhar/angular,## Want to help?,MehranMazhar.angular.md,2
1,269,https://github.com/melodysu83/AutoCircle_generater,# AutoCircle_generater,melodysu83.AutoCircle_generater.md,1
2,269,https://github.com/melodysu83/AutoCircle_generater,## ROS topics :,melodysu83.AutoCircle_generater.md,2
3,269,https://github.com/melodysu83/AutoCircle_generater,## ROS nodes :,melodysu83.AutoCircle_generater.md,2
4,269,https://github.com/melodysu83/AutoCircle_generater,## Files : ,melodysu83.AutoCircle_generater.md,2
5,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
6,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
7,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
8,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
9,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
10,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
11,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
12,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
13,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
14,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
15,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
16,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
17,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
18,269,https://github.com/melodysu83/AutoCircle_generater,## ,melodysu83.AutoCircle_generater.md,2
19,269,https://github.com/melodysu83/AutoCircle_generater,## How To Use This Code: ,melodysu83.AutoCircle_generater.md,2
20,269,https://github.com/melodysu83/AutoCircle_generater,## Trouble Shooting : ,melodysu83.AutoCircle_generater.md,2
21,269,https://github.com/melodysu83/AutoCircle_generater,## Selection Menu : ,melodysu83.AutoCircle_generater.md,2
22,269,https://github.com/melodysu83/AutoCircle_generater,## Spec : ,melodysu83.AutoCircle_generater.md,2
23,269,https://github.com/melodysu83/AutoCircle_generater,## Relative links:,melodysu83.AutoCircle_generater.md,2
1,270,https://github.com/memorywarning/YouCompleteMe,# YouCompleteMe: a code-completion engine for Vim,memorywarning.YouCompleteMe.md,1
2,270,https://github.com/memorywarning/YouCompleteMe,## Intro,memorywarning.YouCompleteMe.md,2
3,270,https://github.com/memorywarning/YouCompleteMe,## Installation,memorywarning.YouCompleteMe.md,2
4,270,https://github.com/memorywarning/YouCompleteMe,### Mac OS X,memorywarning.YouCompleteMe.md,3
5,270,https://github.com/memorywarning/YouCompleteMe,### Ubuntu Linux x64,memorywarning.YouCompleteMe.md,3
6,270,https://github.com/memorywarning/YouCompleteMe,### Fedora Linux x64,memorywarning.YouCompleteMe.md,3
7,270,https://github.com/memorywarning/YouCompleteMe,### Windows,memorywarning.YouCompleteMe.md,3
8,270,https://github.com/memorywarning/YouCompleteMe,### FreeBSD/OpenBSD,memorywarning.YouCompleteMe.md,3
9,270,https://github.com/memorywarning/YouCompleteMe,### Full Installation Guide,memorywarning.YouCompleteMe.md,3
10,270,https://github.com/memorywarning/YouCompleteMe,## Quick Feature Summary,memorywarning.YouCompleteMe.md,2
11,270,https://github.com/memorywarning/YouCompleteMe,### General (all languages),memorywarning.YouCompleteMe.md,3
12,270,https://github.com/memorywarning/YouCompleteMe,"### C-family languages (C, C++, Objective C, Objective C++)",memorywarning.YouCompleteMe.md,3
13,270,https://github.com/memorywarning/YouCompleteMe,### C♯,memorywarning.YouCompleteMe.md,3
14,270,https://github.com/memorywarning/YouCompleteMe,### Python,memorywarning.YouCompleteMe.md,3
15,270,https://github.com/memorywarning/YouCompleteMe,### Go,memorywarning.YouCompleteMe.md,3
16,270,https://github.com/memorywarning/YouCompleteMe,### TypeScript,memorywarning.YouCompleteMe.md,3
17,270,https://github.com/memorywarning/YouCompleteMe,### JavaScript,memorywarning.YouCompleteMe.md,3
18,270,https://github.com/memorywarning/YouCompleteMe,### Rust,memorywarning.YouCompleteMe.md,3
19,270,https://github.com/memorywarning/YouCompleteMe,## User Guide,memorywarning.YouCompleteMe.md,2
20,270,https://github.com/memorywarning/YouCompleteMe,### General Usage,memorywarning.YouCompleteMe.md,3
21,270,https://github.com/memorywarning/YouCompleteMe,### Client-Server Architecture,memorywarning.YouCompleteMe.md,3
22,270,https://github.com/memorywarning/YouCompleteMe,### Completion String Ranking,memorywarning.YouCompleteMe.md,3
23,270,https://github.com/memorywarning/YouCompleteMe,### General Semantic Completion,memorywarning.YouCompleteMe.md,3
24,270,https://github.com/memorywarning/YouCompleteMe,### C-family Semantic Completion,memorywarning.YouCompleteMe.md,3
25,270,https://github.com/memorywarning/YouCompleteMe,### JavaScript Semantic Completion,memorywarning.YouCompleteMe.md,3
26,270,https://github.com/memorywarning/YouCompleteMe,#### Quick start,memorywarning.YouCompleteMe.md,4
27,270,https://github.com/memorywarning/YouCompleteMe,#### Explanation,memorywarning.YouCompleteMe.md,4
28,270,https://github.com/memorywarning/YouCompleteMe,#### Tips and tricks,memorywarning.YouCompleteMe.md,4
29,270,https://github.com/memorywarning/YouCompleteMe,##### Configuring Tern for node support,memorywarning.YouCompleteMe.md,5
30,270,https://github.com/memorywarning/YouCompleteMe,##### Configuring Tern for requirejs support,memorywarning.YouCompleteMe.md,5
31,270,https://github.com/memorywarning/YouCompleteMe,### Rust Semantic Completion,memorywarning.YouCompleteMe.md,3
32,270,https://github.com/memorywarning/YouCompleteMe,### Python Semantic Completion,memorywarning.YouCompleteMe.md,3
33,270,https://github.com/memorywarning/YouCompleteMe,### Semantic Completion for Other Languages,memorywarning.YouCompleteMe.md,3
34,270,https://github.com/memorywarning/YouCompleteMe,### Writing New Semantic Completers,memorywarning.YouCompleteMe.md,3
35,270,https://github.com/memorywarning/YouCompleteMe,### Diagnostic Display,memorywarning.YouCompleteMe.md,3
36,270,https://github.com/memorywarning/YouCompleteMe,#### Diagnostic Highlighting Groups,memorywarning.YouCompleteMe.md,4
37,270,https://github.com/memorywarning/YouCompleteMe,## Commands,memorywarning.YouCompleteMe.md,2
38,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmRestartServer` command,memorywarning.YouCompleteMe.md,3
39,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmForceCompileAndDiagnostics` command,memorywarning.YouCompleteMe.md,3
40,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmDiags` command,memorywarning.YouCompleteMe.md,3
41,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmShowDetailedDiagnostic` command,memorywarning.YouCompleteMe.md,3
42,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmDebugInfo` command,memorywarning.YouCompleteMe.md,3
43,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmToggleLogs` command,memorywarning.YouCompleteMe.md,3
44,270,https://github.com/memorywarning/YouCompleteMe,### The `:YcmCompleter` command,memorywarning.YouCompleteMe.md,3
45,270,https://github.com/memorywarning/YouCompleteMe,## YcmCompleter Subcommands,memorywarning.YouCompleteMe.md,2
46,270,https://github.com/memorywarning/YouCompleteMe,### GoTo Commands,memorywarning.YouCompleteMe.md,3
47,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToInclude` subcommand,memorywarning.YouCompleteMe.md,4
48,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToDeclaration` subcommand,memorywarning.YouCompleteMe.md,4
49,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToDefinition` subcommand,memorywarning.YouCompleteMe.md,4
50,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoTo` subcommand,memorywarning.YouCompleteMe.md,4
51,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToImprecise` subcommand,memorywarning.YouCompleteMe.md,4
52,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToReferences` subcommand,memorywarning.YouCompleteMe.md,4
53,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToImplementation` subcommand,memorywarning.YouCompleteMe.md,4
54,270,https://github.com/memorywarning/YouCompleteMe,#### The `GoToImplementationElseDeclaration` subcommand,memorywarning.YouCompleteMe.md,4
55,270,https://github.com/memorywarning/YouCompleteMe,### Semantic Information Commands,memorywarning.YouCompleteMe.md,3
56,270,https://github.com/memorywarning/YouCompleteMe,#### The `GetType` subcommand,memorywarning.YouCompleteMe.md,4
57,270,https://github.com/memorywarning/YouCompleteMe,#### The `GetParent` subcommand,memorywarning.YouCompleteMe.md,4
58,270,https://github.com/memorywarning/YouCompleteMe,#### The `GetDoc` subcommand,memorywarning.YouCompleteMe.md,4
59,270,https://github.com/memorywarning/YouCompleteMe,### Refactoring and FixIt Commands,memorywarning.YouCompleteMe.md,3
60,270,https://github.com/memorywarning/YouCompleteMe,#### The `FixIt` subcommand,memorywarning.YouCompleteMe.md,4
61,270,https://github.com/memorywarning/YouCompleteMe,#### The `RefactorRename <new name>` subcommand,memorywarning.YouCompleteMe.md,4
62,270,https://github.com/memorywarning/YouCompleteMe,#### Multi-file Refactor,memorywarning.YouCompleteMe.md,4
63,270,https://github.com/memorywarning/YouCompleteMe,### Miscellaneous Commands,memorywarning.YouCompleteMe.md,3
64,270,https://github.com/memorywarning/YouCompleteMe,#### The `ClearCompilationFlagCache` subcommand,memorywarning.YouCompleteMe.md,4
65,270,https://github.com/memorywarning/YouCompleteMe,#### The `StartServer` subcommand,memorywarning.YouCompleteMe.md,4
66,270,https://github.com/memorywarning/YouCompleteMe,#### The `StopServer` subcommand,memorywarning.YouCompleteMe.md,4
67,270,https://github.com/memorywarning/YouCompleteMe,#### The `RestartServer` subcommand,memorywarning.YouCompleteMe.md,4
68,270,https://github.com/memorywarning/YouCompleteMe,#### The `ReloadSolution` subcommand,memorywarning.YouCompleteMe.md,4
69,270,https://github.com/memorywarning/YouCompleteMe,## Functions,memorywarning.YouCompleteMe.md,2
70,270,https://github.com/memorywarning/YouCompleteMe,### The `youcompleteme#GetErrorCount` function,memorywarning.YouCompleteMe.md,3
71,270,https://github.com/memorywarning/YouCompleteMe,### The `youcompleteme#GetWarningCount` function,memorywarning.YouCompleteMe.md,3
72,270,https://github.com/memorywarning/YouCompleteMe,## Options,memorywarning.YouCompleteMe.md,2
73,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_min_num_of_chars_for_completion` option,memorywarning.YouCompleteMe.md,3
74,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_min_num_identifier_candidate_chars` option,memorywarning.YouCompleteMe.md,3
75,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_auto_trigger` option,memorywarning.YouCompleteMe.md,3
76,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_filetype_whitelist` option,memorywarning.YouCompleteMe.md,3
77,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_filetype_blacklist` option,memorywarning.YouCompleteMe.md,3
78,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_filetype_specific_completion_to_disable` option,memorywarning.YouCompleteMe.md,3
79,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_show_diagnostics_ui` option,memorywarning.YouCompleteMe.md,3
80,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_error_symbol` option,memorywarning.YouCompleteMe.md,3
81,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_warning_symbol` option,memorywarning.YouCompleteMe.md,3
82,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_enable_diagnostic_signs` option,memorywarning.YouCompleteMe.md,3
83,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_enable_diagnostic_highlighting` option,memorywarning.YouCompleteMe.md,3
84,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_echo_current_diagnostic` option,memorywarning.YouCompleteMe.md,3
85,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_always_populate_location_list` option,memorywarning.YouCompleteMe.md,3
86,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_open_loclist_on_ycm_diags` option,memorywarning.YouCompleteMe.md,3
87,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_allow_changing_updatetime` option,memorywarning.YouCompleteMe.md,3
88,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_complete_in_comments` option,memorywarning.YouCompleteMe.md,3
89,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_complete_in_strings` option,memorywarning.YouCompleteMe.md,3
90,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_collect_identifiers_from_comments_and_strings` option,memorywarning.YouCompleteMe.md,3
91,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_collect_identifiers_from_tags_files` option,memorywarning.YouCompleteMe.md,3
92,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_seed_identifiers_with_syntax` option,memorywarning.YouCompleteMe.md,3
93,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_extra_conf_vim_data` option,memorywarning.YouCompleteMe.md,3
94,270,https://github.com/memorywarning/YouCompleteMe,# The '704' value is of course contingent on Vim 7.4; in 7.3 it would be '703',memorywarning.YouCompleteMe.md,1
95,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_server_python_interpreter` option,memorywarning.YouCompleteMe.md,3
96,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_server_keep_logfiles` option,memorywarning.YouCompleteMe.md,3
97,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_server_log_level` option,memorywarning.YouCompleteMe.md,3
98,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_auto_start_csharp_server` option,memorywarning.YouCompleteMe.md,3
99,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_auto_stop_csharp_server` option,memorywarning.YouCompleteMe.md,3
100,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_csharp_server_port` option,memorywarning.YouCompleteMe.md,3
101,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_csharp_insert_namespace_expr` option,memorywarning.YouCompleteMe.md,3
102,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_add_preview_to_completeopt` option,memorywarning.YouCompleteMe.md,3
103,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_autoclose_preview_window_after_completion` option,memorywarning.YouCompleteMe.md,3
104,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_autoclose_preview_window_after_insertion` option,memorywarning.YouCompleteMe.md,3
105,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_max_diagnostics_to_display` option,memorywarning.YouCompleteMe.md,3
106,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_key_list_select_completion` option,memorywarning.YouCompleteMe.md,3
107,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_key_list_previous_completion` option,memorywarning.YouCompleteMe.md,3
108,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_key_invoke_completion` option,memorywarning.YouCompleteMe.md,3
109,270,https://github.com/memorywarning/YouCompleteMe,### The `g:ycm_key_detailed_diagnostics` option,memorywarning.YouCompleteMe.md,3
